Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
KLNG-20-3	0.61	1.9	32.2	1.69	19.26	20.35	80.55	178.3	6.31	1.75	1.92	1.48	0.94	22.3	-3.42	-0.46	2.64	7.64	-0.71	-0.38
KLNG-20-4	0.61	1.78	34.87	1.58	19.1	19.32	90.46	199.65	6.04	1.75	2.75	0.96	0.98	24.32	-5.38	-0.33	2.82	9.82	-0.77	-0.19
KTMA-12-3	0.61	1.89	30.42	1.62	19.73	19.86	87.85	223.02	6.0	1.77	1.12	1.41	1.0	25.33	-4.21	-0.36	2.77	11.15	-0.53	0.31
KTMA-12-4	0.61	1.78	35.91	1.75	19.84	19.9	82.36	256.26	7.33	1.74	3.23	1.08	1.01	31.29	-4.21	-0.02	2.29	13.89	-0.71	0.64
KTMB-12-1	0.61	1.81	29.88	1.71	19.71	19.28	72.93	207.52	6.09	1.7	3.06	1.91	1.05	25.93	-5.77	-0.48	1.75	10.21	-0.26	-0.58
KTMB-12-3	0.61	1.84	24.25	1.5	17.73	17.68	69.72	168.0	5.29	1.73	2.04	1.31	1.12	20.09	-6.65	-0.55	1.91	8.44	-0.75	-0.5
KTMC-12-3	0.61	1.67	35.39	1.11	17.88	18.76	81.92	210.14	5.1	1.71	1.17	1.07	1.0	20.95	-4.48	-0.2	2.36	10.63	-1.12	-0.41
KTMC-12-5	0.61	1.78	36.14	1.61	19.25	18.75	76.74	223.35	5.95	1.72	1.01	0.31	1.01	20.15	-5.38	-0.43	2.0	11.76	-0.58	0.0
LILA-26-1	0.61	1.76	35.36	1.35	18.62	19.0	82.43	202.81	4.94	1.7	1.61	0.68	0.97	23.96	-5.03	-0.53	2.74	9.46	-1.35	-0.09
LILA-26-4	0.61	1.86	35.58	1.8	19.74	20.3	85.93	225.72	5.81	1.79	2.5	0.52	0.71	23.58	-5.32	-0.53	2.17	10.62	-1.64	0.27
LILB-26-1	0.61	1.85	34.19	1.9	19.95	19.58	76.42	213.31	5.23	1.71	1.67	0.99	1.06	22.42	-3.7	-0.29	2.38	9.85	-1.09	-0.38
LILC-26-4	0.61	1.8	33.39	1.53	18.7	19.18	77.05	193.87	5.99	1.79	2.34	1.3	1.06	25.06	-4.09	-0.36	1.81	9.85	-1.09	0.08
LILC-26-5	0.61	1.79	28.8	1.51	18.69	18.83	74.98	136.19	5.61	1.74	0.97	1.12	1.01	18.05	-2.22	-0.61	2.06	5.33	-1.46	-0.95
LILD-26-3	0.61	1.78	33.64	1.68	18.76	19.38	54.24	165.61	5.59	1.68	1.57	1.27	1.03	19.12	-5.17	-0.22	0.9	7.09	-0.56	-0.76
LILD-26-4	0.61	1.58	29.55	1.11	16.4	16.67	67.97	145.72	4.11	1.77	1.01	1.14	1.0	16.26	-5.54	-0.5	1.86	6.69	-1.93	-1.34
MCMN-27-2	0.61	1.82	33.74	1.35	18.34	18.45	87.55	206.67	4.74	1.77	1.73	1.05	1.03	21.48	-2.93	-0.83	2.1	10.47	-0.95	-0.3
MCMN-27-3	0.61	1.9	36.62	1.73	20.68	20.46	75.73	262.51	6.27	1.71	2.56	1.38	0.98	32.2	-4.28	-0.12	1.53	14.14	-0.49	-0.01
MCMN-27-4	0.61	1.81	34.27	1.59	19.49	19.28	77.1	259.52	7.12	1.78	2.58	1.66	1.05	31.82	-5.17	-0.24	2.29	14.22	-0.7	0.45
MTSM-27-3	0.61	1.88	34.29	1.79	19.2	18.92	88.05	164.05	5.44	1.75	2.33	1.02	1.04	24.29	-4.66	-0.55	2.82	5.98	-1.23	-0.53
NHTA-27-3	0.61	1.84	33.85	1.52	20.11	19.53	84.45	210.34	5.99	1.69	1.96	0.84	1.0	17.65	-4.86	-0.75	2.43	9.99	-1.39	-0.01
NHTB-27-1	0.61	1.8	31.65	1.52	19.46	19.64	75.84	215.71	5.44	1.72	1.81	0.93	1.01	23.89	-5.17	-0.14	3.17	10.7	-1.04	-0.49
NHTB-27-3	0.61	1.83	34.18	1.27	18.5	18.59	74.69	194.07	4.42	1.72	2.02	1.07	1.07	20.68	-3.75	-0.52	2.06	9.2	-0.99	-0.34
SKWA-24-4	0.61	1.81	39.76	1.64	19.27	19.06	79.83	238.28	5.74	1.8	2.13	1.33	1.01	24.15	-4.99	-0.39	1.68	11.57	-0.65	-0.36
SKWA-24-5	0.61	1.82	36.14	1.5	19.1	19.7	97.57	225.11	6.26	1.74	1.22	1.51	1.05	16.75	-3.63	-0.43	1.55	11.63	-1.17	-0.16
SKWB-24-3	0.61	1.73	32.16	1.49	19.66	19.5	83.76	227.87	5.99	1.74	0.63	1.33	1.07	27.13	-4.34	-0.41	3.01	11.62	-1.54	-0.05
SKWD-24-4	0.61	1.89	32.1	1.31	19.23	18.37	81.0	180.53	4.14	1.76	1.02	1.26	1.04	24.14	-4.66	-0.57	2.1	7.71	-1.8	-0.84
SKWD-24-5	0.61	1.78	34.54	1.62	19.69	19.35	78.91	201.61	5.87	1.75	2.1	1.03	1.06	26.89	-4.18	-0.32	1.72	9.91	-0.93	-0.52
SKWE-24-1	0.61	1.79	35.03	1.88	19.41	19.21	88.01	212.99	5.75	1.83	1.8	0.87	0.93	20.59	-4.18	-0.5	2.89	10.72	-0.81	-0.58
SKWE-24-2	0.61	1.81	31.47	1.53	19.54	21.19	83.75	146.56	5.42	1.75	1.94	0.94	1.15	20.03	-1.92	-0.48	2.54	5.28	-0.55	-1.18
SKWE-24-4	0.61	1.86	40.83	1.48	20.31	20.22	82.0	294.67	5.62	1.71	2.41	0.9	1.07	28.69	-3.82	-0.22	2.06	16.13	-0.99	0.51
SKWF-24-5	0.61	1.89	35.47	1.7	19.34	19.39	78.18	207.08	5.5	1.75	2.25	1.08	0.99	19.48	-5.71	-0.33	2.39	10.14	-0.73	-0.38
SLMB-28-3	0.61	1.82	30.46	1.55	19.48	19.35	78.17	208.42	5.2	1.76	1.94	0.7	1.05	20.13	-5.17	-0.46	2.4	10.49	-1.12	-0.36
SLMB-28-4	0.61	1.9	30.64	1.34	18.82	18.84	78.73	149.86	5.15	1.79	1.29	1.3	0.98	15.4	-5.22	-0.8	2.28	6.09	-0.79	-0.33
SLMC-28-1	0.61	1.81	35.47	1.63	21.69	19.8	84.1	235.31	5.62	1.76	2.08	0.9	0.94	23.57	-5.03	-0.41	2.0	11.66	-0.93	-0.15
SLMC-28-2	0.61	1.79	32.15	1.6	20.35	20.16	71.69	233.7	6.34	1.76	1.96	0.7	0.96	25.92	-4.55	-0.39	1.89	11.3	-0.65	-0.23
SLMC-28-3	0.61	1.75	35.16	1.36	18.73	18.43	78.91	226.71	4.71	1.7	1.69	-0.06	0.7	22.14	-4.66	-0.44	1.76	12.08	-1.29	-0.32
SLMD-28-1	0.61	1.76	32.16	1.42	19.26	18.46	83.46	169.0	5.21	1.73	1.31	0.46	0.93	22.56	-6.25	-1.0	1.9	6.84	-0.37	-0.65
SQMA-25-1	0.61	1.82	35.62	1.44	19.64	19.4	77.35	232.09	5.67	1.8	2.01	0.92	0.98	23.29	-5.48	-0.48	2.49	11.18	-0.99	-0.13
SQMB-25-3	0.61	1.65	33.89	1.53	18.6	18.74	72.43	198.6	6.37	1.76	1.43	1.11	1.0	21.77	-3.32	-0.66	1.65	9.61	-0.99	0.0
SQMB-25-4	0.61	1.72	34.05	1.33	18.81	18.8	73.81	212.33	5.1	1.77	0.75	0.84	0.92	18.78	-4.01	-0.53	1.53	10.71	-1.2	-0.72
VNDL-27-1	0.61	1.63	27.26	1.48	17.05	17.08	76.11	133.47	4.45	1.72	0.59	1.22	1.0	11.41	-3.42	-1.03	1.6	4.58	-1.17	-1.72
VNDL-27-3	0.61	1.71	29.99	1.29	18.54	18.68	70.01	200.73	5.42	1.77	-0.08	1.08	1.03	19.06	-5.32	-0.44	1.73	8.82	-0.89	-0.34
VNDL-27-4	0.61	1.77	30.24	1.33	18.48	18.49	87.31	214.46	4.96	1.78	1.45	1.21	1.0	23.94	-4.31	-0.7	2.59	11.07	-1.43	-0.82
VNDL-27-5	0.61	1.7	35.78	1.48	19.58	20.15	70.01	239.27	6.43	1.71	2.27	0.71	0.84	29.89	-3.75	-0.39	1.2	12.32	-1.02	0.27
WELC-27-1	0.61	1.84	27.03	1.72	17.75	17.67	77.62	174.43	5.34	1.73	1.7	0.96	1.07	22.51	-5.38	-0.8	1.76	8.67	-1.2	-0.7
WELC-27-2	0.61	1.84	31.96	1.39	19.37	18.55	72.13	188.49	4.84	1.8	1.47	1.21	1.05	15.09	-5.27	-0.44	2.33	7.95	-1.35	-0.61
WELC-27-3	0.61	1.84	30.69	1.56	18.87	19.0	72.25	201.49	5.33	1.74	1.97	2.21	1.11	19.35	-3.68	-0.52	1.94	10.04	-0.81	-0.61
WELC-27-4	0.61	1.76	36.48	1.45	19.4	18.87	69.9	244.79	5.82	1.79	2.68	2.8459487036e-314	2.73538441e-315	23.05	-5.43	-0.46	1.07	12.95	-1.26	0.29
WELC-27-5	0.61	1.74	33.74	1.26	18.38	18.2	86.04	225.86	5.57	1.76	0.82	2.845950648e-314	5.26933922283343e-310	22.68	-3.7	-0.5	2.13	11.99	-1.59	-0.4
YALD-27-2	0.61	1.8	30.27	1.36	19.29	19.11	81.8	179.35	5.54	1.73	1.9	2.84594619e-314	-9.558670068190518e-299	25.12	-3.5	-0.48	2.25	8.4	-1.17	-0.58
YALE-27-1	0.61	1.74	34.4	1.35	18.91	19.6	79.38	208.03	5.36	1.76	1.98	2.8459500316e-314	1.94717493987e-312	19.64	-4.82	-0.64	2.31	9.76	-1.09	-0.33
YALE-27-2	0.61	1.84	36.23	1.59	19.46	20.03	2.845865653e-314	233.21	5.34	5.34	1.52	2.845951502e-314	nan	19.79	-4.99	-0.3	2.9960130566e-314	10.84	-0.87	-0.4
