Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
BESC-100	17.24818831066034	5.246903848937962	43.89760813529594	2.9664793948382653	52.26853738148792	44.35087372307337	98.68130522039117	92.91393867445294	9.86610358753647	13.402611685787214	1.6462077633154328	1.5394804318340654	2.345207879911715	14.682302271782856	0.3807886552931954	0.8888194417315589	2.3664319132398464	5.3188344587888805	0.458257569495584	0.8426149773176358
BESC-101	16.545392107774298	6.908690179766349	50.12983143797713	3.024896692450835	48.12483766206386	42.579337712087536	79.03796556086195	104.69957019969088	6.445928947793328	9.431330765061738	2.1563858652847827	1.9570385790780926	2.188606862823929	11.774124171249426	0.4	0.8602325267042626	2.565151067676132	6.035726965329031	0.5291502622129182	0.714142842854285
BESC-104	16.629792542301903	7.303423854604086	35.86084215408221	2.979932885150268	45.8257569495584	38.71692136521188	88.23831367382311	93.81897462667133	6.072067193304106	7.353910524340094	1.6852299546352716	1.786057109949175	2.455605831561735	10.266937225872184	0.26267851073127396	0.7937253933193772	2.1166010488516727	5.463515351859094	0.34641016151377546	0.6928203230275509
BESC-105	14.383671297690308	5.688585061331157	46.46504062195577	3.395585369269929	49.58830507286975	41.31585652022719	90.65318527222306	109.77704678119193	8.845903006477066	9.5420123663722	2.5258661880630178	1.8947295321496416	2.5475478405713994	13.469595391102139	0.260768096208106	0.8306623862918074	2.4979991993593593	6.940461079784253	0.4242640687119285	0.812403840463596
BESC-107	15.718460484411315	5.988321968631947	43.3589667773576	3.10322412983658	46.94677837722201	40.2119385257662	81.19729059519166	98.07140255956371	6.520736154760443	8.07465169527454	2.2759613353482084	1.8466185312619388	2.584569596664017	8.588364221433556	0.2664582518894845	0.7874007874011811	2.8618176042508368	5.429548784199291	0.4	0.7615773105863908
BESC-108	17.874562931719478	6.001666435249463	42.391036788453285	5.079370039680118	47.634021455258214	40.3732584763727	81.96340646898469	77.63375554486592	8.25348411278534	12.368104139276966	2.1	1.4832396974191326	2.1610182784974308	11.05712440013225	0.32710854467592254	0.6557438524302001	2.7802877548915688	4.435087372307337	0.4898979485566356	0.6855654600401044
BESC-109	14.324803663575986	5.16817182376902	43.73785545725808	3.5902646142032486	46.05431575867782	37.30951621235526	69.15200647848188	88.41945487278238	4.7	9.142209798511518	1.2206555615733703	2.1610182784974308	2.5059928172283334	11.780492349643117	0.3674234614174767	0.7810249675906654	2.1047565179849186	5.418486873657627	0.2645751311064591	0.5744562646538028
BESC-112	19.35226084983354	6.859300255857007	41.71330722922842	3.167017524422623	48.47679857416329	40.792156108742276	85.70880934886448	95.01578816175763	7.098591409568521	8.913472948295743	2.6962937525425525	2.3086792761230392	2.4758836806279896	11.967038062946068	0.34641016151377546	0.848528137423857	2.5238858928247927	5.563272418280449	0.4	0.7874007874011811
BESC-113	19.140532907941722	7.824321056807421	55.94640292279746	3.9344631145812006	67.24581771381771	51.54609587543949	87.92610533851708	132.1060180309739	10.416813332300816	12.368508398347798	3.945883931389772	3.026549190084311	4.296510211788167	14.988995963706174	0.3420526275297414	0.8717797887081347	2.1023796041628637	7.332121111929344	0.5567764362830022	1.2569805089976536
BESC-115	14.675149062275313	6.2008063991709985	41.92851058647326	4.032369030731191	49.34571916590131	43.53159771935783	87.46999485537883	101.67595585978034	7.71167945391923	9.888377015466189	2.5	2.455605831561735	2.751363298439521	15.753729717117785	0.24899799195977465	0.7483314773547883	2.6038433132583076	6.081940479813988	0.3	0.9746794344808963
BESC-117	13.323287882501075	6.008327554319921	41.20679555607303	4.830113870293329	49.01020301937138	42.37924020083418	94.28679653058533	101.35087567455942	10.05087060905671	13.17611475359865	2.3937418407171647	2.247220505424423	2.756809750418044	14.242190842703941	0.232379000772445	0.7745966692414834	2.649528259898354	6.5749524713111045	0.4	0.9539392014169457
BESC-118	14.969635934116768	6.8454364360499325	42.638011210655684	4.629254799641083	49.15282290977803	39.59797974644666	90.56489386070079	115.15641536623133	7.756287771866126	9.221713506718803	1.7776388834631178	2.7748873851023217	2.570992026436488	15.97936168937921	0.24899799195977465	0.7549834435270749	2.565151067676132	6.765352910233139	0.36055512754639896	1.1224972160321824
BESC-120	17.18545896972205	7.202777242147643	38.897300677553446	4.090232267243512	48.03123983409131	40.97560249709576	78.35815209663893	96.00520819205592	8.17801932010435	7.582875444051551	2.118962010041709	1.862793601019716	2.3515952032609695	12.14125199474914	0.23664319132398465	0.7615773105863908	2.3194827009486403	5.230678732248808	0.3872983346207417	1.0099504938362078
BESC-123	15.598717896032353	7.238784428341543	40.65710270051225	2.5495097567963922	47.74934554525329	38.379682124790975	76.62897624267207	107.02803371079933	5.547972602672079	11.253443917308159	1.2083045973594573	1.3928388277184118	2.449489742783178	11.232987136109433	0.3286335345030997	0.7416198487095663	2.870540018881465	6.135144660071187	0.458257569495584	0.5916079783099616
BESC-124	15.077466630704246	5.499090833947008	43.15089802078283	2.826658805020514	47.644516998286385	40.963398296528084	85.07055894961546	99.00505037623081	6.663332499583072	14.253069844773792	1.8894443627691184	2.0976176963403033	2.4	11.888229472886197	0.36055512754639896	0.8717797887081347	2.3	5.94306318324145	0.36055512754639896	0.812403840463596
