Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
GW-9952	5.650487177597977	4.091674333666222	7.596894438144544	2.797281334830153	7.914983005848394	7.56734567601324	9.23853902633486	9.079889942592118	4.192378302493466	4.650239149355669	1.8825138324965192	1.0296194171811581	1.81319474994812	5.045487504863466	-2.333044300478754	-0.37106368139083207	2.048982334195127	3.3881121421135	-1.6607312068216509	-0.10536051565782628
GW-9955	6.486160788944089	4.476768471183568	7.148345743900068	2.182674796321488	7.880048200971577	7.522400231387125	8.789507786736896	9.104090572133472	3.6283329542459026	4.132121926556131	0.44468582126144574	0.5423242908253617	1.449269160281279	5.31684467116192	-2.322787800311565	-0.5621189181535413	1.5851452198650557	3.4515735889872223	-1.5141277326297755	-0.3856624808119846
GW-9959	5.914475505579847	3.6357423557008075	7.68937110752969	2.2159372862683733	7.906915488678587	7.659171367666058	8.684739462628038	9.190953658175992	4.440884991680235	5.226230427653136	1.247032293786383	1.208960345836975	1.599387576580599	5.397212023522251	-2.333044300478754	-0.08338160893905101	1.6094379124341003	3.5890591188317256	-0.9942522733438669	0.17395330712343798
GW-9961	5.684633633595218	4.066116540765546	7.640603826393634	2.670694414558441	7.881182202227102	7.480992162869525	9.078179468373843	9.332558004700433	4.459219130503787	5.19251230765106	0.37843643572024505	1.252762968495368	1.6034198401085373	5.117095205197383	-2.1286317858706076	-0.527632742082372	2.017566137961748	3.6597080768136565	-1.6607312068216509	-0.2484613592984996
GW-9964	5.4449685668737295	3.891207865714226	7.369600720526409	2.503073953743449	7.9420068084898565	7.597396320212795	8.740336742730447	9.434123718577732	4.3419855851366975	4.234251421632511	1.8213182714695995	1.4134230285081433	1.55814461804655	5.089877681599023	-2.5902671654458267	-0.4620354595965587	1.5151272329628591	3.8416005411316	-1.5141277326297755	0.1570037488096647
GW-9965	5.90424405734671	3.4384931664058525	7.59488438721652	2.1713368063840917	7.711548979629146	7.341483852363161	8.647694999480395	9.163772736159848	4.1154535254323354	4.072950669534428	1.4861396960896067	1.1184149159642893	1.7681496035889213	4.622813621160686	-2.577021938695806	-0.616186139423817	1.472472057360943	3.6264719939853194	-1.7147984280919266	-0.10536051565782628
GW-9966	5.14300768200088	3.2932409068235073	7.568379267836522	2.334083760053417	7.804659297056102	7.338238150065589	8.45531778769815	8.714403360703942	4.3296801543016725	4.966125954110298	0.6312717768418578	0.6729444732424258	1.547562508716013	4.705286977322864	-1.8904754421672127	-0.6931471805599453	2.012232791986386	3.091951131294534	-2.0402208285265546	-0.9942522733438669
GW-9967	5.452668026377961	3.6514371586380663	7.904703913873747	2.211565694606877	7.6953031349635665	7.275864600546533	9.005159521036145	9.126958763037132	3.7495040759303713	5.453867067289003	1.144222799920162	1.1346227261911428	1.8389610707123492	4.747363951691266	-2.047942874620465	-0.4462871026284195	1.8961194845522977	3.393165209964891	-2.120263536200091	-1.0788096613719298
GW-9968	5.292902733846538	3.657130755799356	7.344072850573066	2.6347624053323777	7.653969180478774	7.249925536717988	8.998384010052538	8.927844826211702	3.865979066926739	4.181744752502934	1.4134230285081433	2.1400661634962708	2.178155014615869	4.905348849769155	-2.8302178350764176	-0.7985076962177716	1.8825138324965192	3.2144661163795005	-1.5141277326297755	-0.527632742082372
GW-9969	5.446133741242256	3.9316295350670645	7.691200097522863	2.7732135270086236	7.80710329012598	7.43543801981455	8.785539527561276	9.33149549353265	4.401951803481151	4.023206534388761	2.151762203259462	1.4279160358107101	2.423031246069913	5.094670023039329	-2.7181005369557116	-0.5621189181535413	1.843719208158766	3.6883793290722537	-1.3862943611198906	-0.12783337150988489
GW-9971	5.42895081418324	3.8390221125436557	7.614805364711073	1.8976198599275322	7.784889295655098	7.453561871643373	8.772765209949785	9.221873607789856	4.059580569785761	4.605969866158656	1.3506671834767394	1.3812818192963463	1.7613002617433464	5.0302418237351745	-1.4961092271270973	-0.4780358009429998	1.6370530794670737	3.6122683517420957	-2.5257286443082556	-0.7133498878774648
