Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
GW-7986	454.66	40.61	1534	9.82	2462	1576	9240	6839	49.07	127.98	5	2.62	10.84	174.99	0.122	0.68	7.01	23.2	0.19	0.49
GW-7990	268.03	52.45	1879	10.43	2042	1435	7368	7405	106.63	161.78	3.79	4.25	5.01	164.43	0.14	0.58	4.54	26.58	0.17	0.57
GW-7992	254.58	47.52	2222	20.14	2794	1923	8455	12725	75.97	91.16	5.8	5.56	8.94	175.08	0.068	0.69	7.66	40.48	0.16	1.32
GW-7993	218.8	101.47	1767	6.17	2803	1655	6596	6764	40.13	155.61	5.34	6.26	6.06	127.31	0.107	0.58	4.81	23.19	0.1	0.44
GW-7994	365.58	25.05	1162	8.04	2804	1736	10908	7850	86.85	128.98	2.54	2.68	6.17	162.4	0.062	0.87	4.95	24.71	0.21	0.56
GW-7996	195.69	33.48	1642	15.11	2432	1657	10066	8430	114.63	105.57	4.17	2.23	5.45	144.38	0.081	0.59	7.82	28.17	0.27	0.58
GW-9577	189.85	41.09	1735	32.57	2359	1869	6667	9295	102.12	61.75	8.62	4.72	5.3	131.18	0.048	0.96	4.5	36.18	0.37	1.14
GW-9578	221.43	35.49	1298	31.33	2676	1868	8810	8129	110.53	70.47	5.86	3.47	12.94	181.3	0.055	0.68	5.59	29.3	0.44	1.03
GW-9580	330.71	31.73	2416	12.14	2192	1691	5637	13919	48.83	76.45	3.06	3.13	6.01	226.57	0.078	0.75	5.19	52	0.2	0.86
GW-9582	213.62	25.98	1899	19.52	2289	1702	6303	10428	81.45	79.21	3.61	5.4	7.81	151.53	0.051	0.62	5.69	38.86	0.23	0.87
GW-9585	525.15	47.28	1861	8.11	2558	1988	6779	10306	77.54	115.17	4.33	2.94	5.83	279.7	0.108	0.99	4.36	40.48	0.28	1.41
GW-9587	193.36	34.06	1454	21.18	2502	1621	7042	7208	70.64	54.63	8.85	4.39	6.02	119.63	0.053	0.59	5.36	23.45	0.17	0.56
GW-9588	201.25	37.1	1657	25.85	2525	1656	7304	9108	79.54	117.54	4.63	10.44	13.89	159.68	0.076	0.44	7.65	36.33	0.2	1.08
GW-9591	445.34	61.06	1001	11.34	2788	1741	10564	4810	49.8	74.71	5.44	3.29	7.51	129.15	0.07	0.69	11.25	13.8	0.09	0.54
GW-9594	296.96	57.2	901	12.6	2502	1580	9529	4953	48.61	116.15	1.45	1.2	6.13	130.46	0.114	0.57	3.06	16.13	0.25	0.23
GW-9595	251.69	42.59	1735	29.32	3310	1961	8210	9061	100.4	89.49	6.02	4.56	7.92	169.23	0.064	0.57	3.61	31.97	0.38	0.79
GW-9756	222.33	39	1746	8.58	2167	1617	6424	9268	36.87	87.46	2.75	3.16	5.55	158.33	0.072	0.52	5.83	32.8	0.2	0.65
GW-9758	211.38	27.7	1796	6.78	2233	1604	7270	10344	47.17	100.59	4.19	3.41	6.95	157.08	0.087	0.54	7.78	38.36	0.2	0.88
GW-9759	177.83	35.68	1937	17.19	2145	1628	3609	9909	48.33	125.16	3.23	4.38	5.02	126.52	0.101	0.58	3.09	34.53	0.6	0.51
GW-9760	164.3	24.75	1360	4.91	2150	1539	5811	7129	42.4	101	3.97	2.04	4.97	137.29	0.103	0.51	4.67	26.03	0.2	0.42
GW-9761	234.64	56.49	1527	22.61	3073	2136	9872	8252	118.88	84.6	9.87	3.93	6.31	184.79	0.095	0.62	7.71	27.04	0.5	0.85
GW-9762	180.95	37.75	1375	14.02	2405	1622	7759	7278	83.73	114.59	1.5	1.43	4.61	126.84	0.094	0.66	5.77	26.53	0.28	0.44
GW-9768	243.79	29.12	1790	38.69	2917	2177	7796	12533	131.89	126.53	7.06	3.58	6.87	188.02	0.107	0.68	6.21	47.14	0.58	1.31
GW-9771	498.79	32.43	1142	9.87	2341	1779	9175	6672	54.65	93.84	2.4	2.92	5.81	124.85	0.111	0.68	4.16	23.82	0.25	0.47
GW-9772	238.81	68.04	1941	10.66	2142	1417	6268	9492	42.67	72.02	2.15	2.37	4.24	120.04	0.076	0.6	4.34	34.5	0.55	0.52
GW-9773	234.45	26.57	1548	8.44	1999	1323	5871	6979	63.74	187.92	1.93	2.11	3.42	58.38	0.143	0.48	5.37	25.54	0.16	0.37
GW-9774	202.5	24.86	1113	9.09	2006	1595	6241	7128	67.01	159.07	1.99	1.9	5.47	88.75	0.098	0.58	3.6	21.98	0.15	0.62
GW-9775	396.19	46.01	1276	20.01	2613	1664	8489	9089	84.56	71.09	6.19	3.45	10.81	193.19	0.079	0.63	6.17	36.15	0.33	0.68
GW-9776	262.41	28.53	1659	6.3	2492	1666	6726	11177	55.48	163.83	2.21	1.53	7.24	167.48	0.11	0.55	5.87	39.77	0.09	0.59
GW-9777	297.25	63.2	1070	8.47	2290	1582	8624	7552	72.98	108.16	2.41	2.02	6.22	141.06	0.1	0.54	7.22	25.1	0.2	0.87
GW-9780	403.37	45.13	1719	36.98	3003	2131	10609	10943	124.22	105.67	6.91	3.26	6.88	252.51	0.084	0.66	8.59	40.53	0.65	0.99
GW-9781	239.31	42.82	1513	18.02	2521	1707	6754	7197	85.95	99.82	4.61	2.43	5.95	166.42	0.07	0.54	5.6	25.75	0.24	0.39
GW-9784	496.63	59.19	1566	22.93	2365	1782	7255	6788	48.41	162.57	3.32	3.75	5.15	157.22	0.143	0.69	4.01	24.49	0.16	0.54
GW-9785	220.13	29.48	2238	11.7	2520	1808	7221	12655	61.91	70.76	4.51	2.98	6.17	130.98	0.058	0.67	7.8	44.05	0.26	0.87
GW-9786	193.47	27.97	1389	23.05	2531	1568	7641	6692	65.95	107.98	3.64	3.16	6.06	122.32	0.081	0.56	6.45	22.99	0.64	0.42
GW-9794	269.09	40.44	1441	12.24	2657	1785	9396	10078	58.98	126.76	3.53	3.07	5.93	137.18	0.079	0.78	5.68	33.23	0.34	0.84
GW-9796	202.42	36.64	1173	12.47	2298	1450	8896	6594	56.89	92.76	5.72	2.59	4.93	116.29	0.095	0.55	7.45	23.44	0.15	0.72
GW-9797	264.43	38.1	1386	13.66	2730	1805	8426	9010	53.03	197.03	4.06	2.58	5.86	145.06	0.095	0.65	6.49	29.04	0.4	0.52
GW-9798	231.37	47.1	1974	12.78	2178	1804	6034	13007	41.39	64.74	4.5	3.67	5.26	285.56	0.085	0.72	6	48.59	0.23	0.66
GW-9803	229.01	59.45	2019	10.12	2508	1552	6178	10688	45.32	99.77	4.81	4.01	6.01	172.58	0.088	0.75	5.68	37.54	0.27	0.73
GW-9804	255.81	68.69	2174	16.65	2509	1546	5483	12058	56.75	110.81	4.97	5.05	5.16	183	0.091	0.66	5.06	41.69	0.45	1.19
GW-9805	278.5	43.5	1289	21.97	2479	1778	8626	8536	71.73	163.85	5.48	2.79	5.36	122.62	0.124	0.5	8.18	27.94	0.28	0.79
GW-9809	239.32	34.76	1638	11.43	2693	1908	9600	5927	70.38	123.08	2.14	2.07	5.87	155.9	0.088	0.65	3.82	17.54	0.12	0.5
GW-9812	174.34	35.18	1491	14.11	2243	1460	7513	5349	76.18	170.35	1.73	1.64	3.98	94.22	0.173	0.49	3.41	17.97	0.18	0.34
GW-9814	245.64	34.91	1792	10.18	2688	1755	8834	10311	62.57	71.04	4.47	3.68	5.88	168.42	0.063	0.7	6.5	35.89	0.17	0.74
GW-9820	278.71	38.3	1924	17.38	2294	1484	5270	8545	86.36	99.98	4.05	2.35	4.55	145.82	0.104	0.55	4.67	33.07	0.42	0.81
GW-9821	220.56	36.97	1844	9.99	2550	1728	6462	14179	66.26	96.63	2.28	2.15	5.47	154	0.071	0.73	5.96	48.35	0.22	1.14
GW-9823	222.29	43.27	1717	12.78	2426	2130	7451	11267	125.45	323.27	3.51	1.94	4.36	194.62	0.156	0.63	8.16	37.91	0.64	0.64
GW-9829	340.97	26.9	1858	8.15	2002	1408	4965	7576	37.13	72.01	2.44	3.37	5.15	141.62	0.097	0.65	8.6	26.74	0.32	0.55
GW-9830	224.8	31.51	1461	10.48	2106	1502	7948	6137	69.41	130.85	2.18	2.74	5.34	166.31	0.114	0.57	3.21	19.94	0.15	0.55
GW-9831	267.46	53.25	1570	12.25	2495	1705	9070	12523	77.86	87.45	4.77	4.53	5.82	176.22	0.077	0.81	7.59	48.75	0.11	1.21
GW-9832	179.17	42.39	1779	15.16	2413	1676	6509	7962	92.94	119.94	2.68	2.64	4.56	167.88	0.104	0.77	6	29.71	0.13	0.79
GW-9833	198.96	38.95	1773	12.85	2764	1826	7803	9723	51.75	89.19	3.59	3.1	8.59	111.06	0.064	0.5	9.31	33.88	0.25	0.67
GW-9834	192.09	43.16	1308	18.48	2390	1578	7684	6857	54.52	82.95	3.37	2.45	5.41	113.24	0.08	0.53	5.36	24.17	0.25	0.41
GW-9838	192.48	36.86	1508	11.52	2134	1518	6364	7581	54.19	53.95	6.3	3.42	6.22	108.98	0.066	0.72	7.18	25.62	0.18	0.8
GW-9846	212.69	19.94	1480	13.81	2507	1726	7974	11576	102.97	64.23	2.86	1.64	6.3	191.29	0.072	0.73	5.97	42.08	0.64	0.78
GW-9847	251.89	55.79	1514	13.25	2541	1606	6847	6683	68.25	246.07	1.91	1.83	4.66	172.44	0.175	0.8	5.37	23.28	0.33	0.35
GW-9848	203.07	29.1	1616	10.84	2281	1498	5960	8509	43.79	94.44	1.88	1.88	5.18	73.79	0.1	0.55	5.36	28.48	0.28	0.65
GW-9850	450.76	43.68	1181	12.13	2130	1450	9812	6748	39.6	77.91	2.2	2.06	4.16	121.64	0.128	0.69	6.06	22.03	0.23	0.62
GW-9851	156.31	48.85	1232	12.95	2112	1360	6103	7229	56.64	45.55	4.61	2.11	3.85	119.92	0.051	0.59	4.56	24.14	0.15	0.55
GW-9852	226.51	45.34	2076	13.27	2800	1668	7872	10518	45.67	113.07	2.13	2.44	5.35	179.86	0.114	0.73	4.47	34.5	0.1	0.45
GW-9853	203.02	33.6	1920	15.12	2529	1950	6485	10028	37.09	155.7	3.01	3.54	6.31	155.11	0.101	0.64	6.27	36.16	0.17	0.55
GW-9854	176.29	40.14	1712	9.26	1890	1313	4275	6377	44.47	138.42	3.46	2.68	4.23	103.13	0.12	0.51	4.09	20.83	0.29	0.5
GW-9857	223.29	34.09	1476	9.76	2463	1646	6622	10988	70.88	163.33	2.66	3.18	5.4	137.38	0.112	0.95	3.93	40.02	0.11	0.48
GW-9858	252.51	32.68	1579	24.84	2287	1616	7055	9127	56.46	55.76	3.77	8.37	4.62	87.11	0.057	0.56	6.11	33.37	0.22	0.8
GW-9860	281.95	40.49	1387	27.53	2775	1969	10111	10367	100.36	68.8	6.08	3.23	6.66	200.55	0.064	0.67	6.88	38.94	0.57	0.76
GW-9862	184.24	30.7	1670	10.44	2430	1780	7325	9113	69.2	60.31	4.77	4	6.78	216.27	0.083	0.64	8.53	34.7	0.38	0.78
GW-9863	202.09	52.94	1605	22.28	2120	1421	5291	7094	29.78	98.73	1.55	5.02	7.32	97.71	0.109	0.47	4.17	23.13	0.16	0.38
GW-9864	175.43	33.88	1413	13.88	2545	1630	7427	5413	93.21	209.17	2.29	1.44	5.56	130.12	0.15	0.73	3.76	15.66	0.46	0.38
GW-9865	172.36	40.91	1534	11.24	2011	1470	6208	6921	81.23	109.48	2.38	1.09	4.38	104.44	0.092	0.59	6.46	22.88	0.32	0.42
GW-9869	271.36	58.02	3632	14.66	2873	2163	7365	20262	84.57	105.35	5.68	4.57	7.76	237.24	0.074	0.92	5.4	74.51	0.37	1.1
GW-9871	192.35	25.94	1815	8.36	1730	1409	4545	8079	41.4	87.13	3.96	3.61	4.88	107.07	0.082	0.6	5.99	31.15	0.38	0.54
GW-9875	168.8	29.24	1071	19.07	2304	1542	7750	4747	75.48	119.04	2.15	1.42	5.56	88.97	0.156	0.53	5.4	16.32	0.26	0.35
GW-9878	288.23	46.15	2332	20.34	2510	1672	5236	15441	89.39	67.78	3.95	5.09	6.64	179.08	0.06	0.81	5.41	52.41	0.44	1.1
GW-9880	278.82	45.04	1573	20.55	2692	1863	10058	8611	54.53	134.99	5.04	3.35	5.97	181.47	0.089	0.78	9.23	30.97	0.34	1.14
GW-9882	184.63	33.83	1168	10.59	2115	1374	6138	4908	57.74	123.39	1.7	1.36	4.59	105.94	0.128	0.47	4.08	17.04	0.18	0.33
GW-9884	209.29	45.4	2203	18.15	2054	1593	4247	8298	44.97	131.73	1.81	17.81	7.24	83.66	0.084	0.56	5.11	29.75	0.28	1.12
GW-9885	312.76	41.21	1343	13.91	2630	1626	8678	6636	73	70.39	3.38	2.71	5.81	161.74	0.092	0.61	7.63	20.8	0.32	0.61
GW-9886	223.43	39.99	2121	31.95	2388	1612	5950	7865	54.45	62.14	3.51	3.22	7.72	69.47	0.06	0.6	7.27	22.33	0.33	0.76
GW-9887	390.01	38.36	1643	21.36	2632	1967	7608	12811	124.29	61.3	4.37	2.22	5.65	302.65	0.053	0.71	6.19	50.37	0.61	1.58
GW-9889	230.43	26.89	2178	24.37	2373	1856	6567	12022	96.52	94.22	5.35	3.4	4.6	130.13	0.074	0.76	6.39	46.46	0.28	0.86
GW-9890	477.43	55.64	1426	13.26	2640	2082	8815	9500	112.72	105.71	3.8	3.32	5.94	168.39	0.131	0.78	7.66	35.28	0.26	1.05
GW-9892	217.39	27.75	1331	21.28	2388	1637	8576	7349	86.36	124.31	3.35	1.86	4.78	116.99	0.112	0.49	4.16	27.09	0.36	0.39
GW-9896	248.69	41.8	2255	24	3085	1946	9022	13276	98.8	78.55	4.82	2.79	5.44	229.07	0.089	0.63	5.43	53.99	0.49	0.8
GW-9898	202.67	31.54	1341	17.88	2461	1916	7600	4886	81.24	82.95	2.65	2.08	5.44	183.42	0.103	0.53	6.02	16.35	0.36	0.46
GW-9899	206.29	28.72	1647	25.45	2350	1831	6705	8094	93.91	81.64	6.46	3.7	5.54	220.77	0.089	0.76	4.51	31.03	0.41	0.99
GW-9901	204.89	23.66	1864	18.1	2516	1885	7155	7509	65.36	109.24	3.6	2.24	6.7	139.51	0.061	0.59	4.41	24.56	0.32	0.48
GW-9903	216.8	43.9	1885	19.07	2191	1531	5571	6093	86.39	190.85	3.52	1.9	5.54	170.18	0.091	0.53	5.75	21.91	0.33	0.54
GW-9904	275.74	30.56	1404	11.13	2545	1636	8782	8682	86.72	100.34	2.89	2.77	4.76	222.59	0.116	0.64	4.56	33.18	0.25	0.81
GW-9905	234.05	38.45	1710	26.94	2386	1861	7086	9100	115.83	86.94	6.26	4.06	5.34	144.67	0.059	0.68	5.41	33.29	0.42	1.12
GW-9907	239	110.28	1221	27.77	2440	1907	8780	9072	88.47	100.78	5.93	3.76	5.74	170.58	0.096	0.71	4.92	29.92	0.24	0.76
GW-9910	487.06	33.84	1390	14.62	2169	1427	7081	7676	64.77	109.72	1.99	1.66	3.86	140.64	0.119	0.58	3.69	28.05	0.32	0.69
GW-9911	205.27	31.96	1605	11.29	2893	1775	10723	8902	97.74	62.54	5.96	4.61	5.82	178.9	0.068	0.81	9.38	28.42	0.31	0.88
GW-9912	242.8	50.47	1579	13.35	2760	1882	7733	11002	84.65	128.51	6.24	3.38	5.72	146.47	0.11	0.72	7.82	41.88	0.26	0.72
GW-9914	217.51	28.93	1384	13.03	2280	1662	5965	6471	58.57	174.51	1.52	1.65	4.31	161.96	0.137	0.65	3.48	22.16	0.21	0.39
GW-9918	317.86	29.23	2147	18.99	2563	1954	6281	11854	95.91	77.23	6.04	5	5.88	160.02	0.056	1.08	5.02	45.35	0.22	1.21
GW-9919	253.46	30.95	848	27.67	2035	1451	8069	5385	65.76	63.92	3.09	2.16	6.55	99.87	0.066	0.55	6.04	19.15	0.41	0.61
GW-9920	254.86	33.91	2552	19.15	2363	1849	5409	12029	153.75	120.85	4.85	3.19	6.02	247.36	0.122	0.76	4.81	44.93	0.7	1.11
GW-9922	196.59	52.08	1169	17.21	2486	1596	8357	7406	65.25	144.83	7.27	4.14	6.39	137.72	0.127	0.73	8.81	25.35	0.25	0.79
GW-9947	214.04	44.84	1448	20.35	2646	1690	8207	10883	46.99	74.3	2.28	3.14	8.96	134.87	0.061	0.78	7.95	34.38	0.1	1.16
GW-9952	284.43	59.84	1992	16.4	2738	1934	6277	8777	66.18	104.61	6.57	3.53	5.47	155.32	0.097	0.69	4.6	29.61	0.19	0.9
GW-9955	656	87.95	1272	8.87	2644	1849	10286	8992	37.65	62.31	1.56	4	5.09	203.74	0.098	0.57	7.76	31.55	0.22	0.68
GW-9959	370.36	37.93	2185	9.17	2716	2120	6565	9808	84.85	186.09	3.48	3.7	5.76	220.79	0.097	0.92	4.88	36.2	0.37	1.19
GW-9961	294.31	58.33	2081	14.45	2647	1774	5912	11300	86.42	179.92	1.46	2.11	4.76	166.85	0.119	0.59	5	38.85	0.19	0.78
GW-9964	231.59	48.97	1587	12.22	2813	1993	8762	12508	76.86	69.01	6.18	3.47	6.13	162.37	0.075	0.63	7.52	46.6	0.22	1.17
GW-9965	366.59	31.14	1988	8.77	2234	1543	6250	9545	61.28	58.73	4.42	2.8	4.26	101.78	0.076	0.54	4.55	37.58	0.18	0.9
GW-9966	171.23	26.93	1936	10.32	2452	1538	5697	6090	75.92	143.47	1.88	1.72	4.95	110.53	0.151	0.5	4.36	22.02	0.13	0.37
GW-9967	233.38	38.53	2710	9.13	2198	1445	4700	9200	42.5	233.66	3.14	3.35	4.97	115.28	0.129	0.64	7.48	29.76	0.12	0.34
GW-9968	198.92	38.75	1547	13.94	2109	1408	8145	7539	47.75	65.48	4.11	3.5	4.75	135.01	0.059	0.45	6.66	24.89	0.22	0.59
GW-9969	231.86	50.99	2189	16.01	2458	1695	8090	11288	81.61	55.88	8.6	4.11	5.86	163.15	0.066	0.57	6.57	39.98	0.25	0.88
GW-9971	227.91	46.48	2028	6.67	2404	1726	6539	10116	57.95		3.86	3.06	4.7	152.97	0.224	0.62	6.32	37.05	0.08	0.49
HARA-26-2	252.58	24.55	1823	8.32	2708	1990	6456	8717	109.1	100.08	2.27	1.96	6.29	182.51	0.106	0.8	5.14	33.17	0.34	0.63
HARB-26-4	232.63	52.18	2535	21.26	2661	1852	8059	14750	118.48	90.78	6.91	3.11	8.83	229.67	0.068	0.84	4.5	57.69	0.29	1.07
HARB-26-5	268.22	70.92	2567	17.69	2385	1809	6316	11078	54.48	117.88	4.92	8.5	11.28	171.74	0.103	0.52	3.86	42.65	0.31	0.84
HARC-26-1	314.6	28.87	2069	19.75	2613	1707	7444	7956	100.72	87.82	6.13	4.17	5.82	185.76	0.095	0.66	7.28	26.14	0.35	0.82
HARC-26-4	194.24	24.1	1609	21.41	2582	1796	8107	8605	76.58	62.99	8.67	3.98	5.46	118.51	0.067	0.93	6.29	29.35	0.32	0.68
HARC-26-5	204.31	42.68	2009	17.87	2158	1560	5049	9071	34.36	90.2	1.26	4.66	4.69	157.42	0.122	0.58	2.99	30.66	0.29	0.46
HIRD-12-2	315.37	58.33	2177	17.06	3187	2242	8732	13026	127.91	87.94	3.77	5.32	7.09	196.89	0.085	0.73	7.66	53.13	0.36	1.05
HOMA-21-2	245.03	26.83	2578	9.62	2260	1560	4477	12485	62.33	52.81	1.4	4.74	4.64	149.57	0.051	0.55	2.13	46.24	0.37	0.71
HOMB-21-2	294.51	39.21	3369	10.41	2606	1921	5338	13851	57.39	84.51	6.58	4.43	6.44	210.12	0.085	0.55	7.48	50.16	0.39	2.17
HOMB-21-4	182.9	31.62	1894	24.88	2086	1571	5465	8602	58.78	55.7	8.4	5.53	4.81	116.22	0.057	0.69	3.46	32.56	0.3	0.63
HOMC-21-1	238.08	31.2	1730	20.35	2509	1980	7083	8930	82.2	137.32	3.55	3.37	5.49	218.06	0.127	0.58	5.99	33.32	0.31	0.59
HOMC-21-3	214.99	31.25	1708	25.7	2803	2073	10125	9146	98.55	62.36	6.93	6.42	7.92	160.96	0.048	0.64	6.65	34.01	0.54	0.78
HOMC-21-4	414.53	24.77	2137	10.76	2799	1882	6992	9983	76.32	128.51	5.99	3.86	6.18	201.43	0.132	0.81	4.84	34.4	0.33	0.6
HOMD-21-1	256.26	77.77	1534	43.91	2806	1653	7886	7856	35.81	66.19	4.96	5.62		180.31	0.072	0.55	6.08	24.33	0.3	0.56
HOMD-21-2	257.07	51.79	1681	61.3	2501	1745	6992	8044	86.36	92.45	5.62	5.48	7.6	127.74	0.069	0.57	4.37	27.65	0.73	1.08
HOMD-21-3	228.68	56.82	2063	8.27	2603	1717	5659	10147	66.37	81.7	7.02	5.35	8	218.43	0.105	0.82	4.8	36.66	0.54	0.66
HOMD-21-4	205.01	45.98	2363	12.98	2124	1595	5748	9652	45.39	141.13	2.16	3.75	6.97	106.89	0.131	0.52	5.35	35.61	0.37	0.52
HOPF-27-1	234.94	40.55	2506	8.33	2397	1668	5543	6770	55.77	83.19	2.25	2.33	5.64	245.7	0.101	0.55	3.19	22.4	0.25	0.68
HOPF-27-5	231.32	27.92	1642	25.45	2420	1804	6612	10741	72.48	69.56	8.91	4.36	6.97	98.54	0.062	0.56	4.25	37.85	0.35	0.84
HOPG-27-1	194.1	34.03	1738	13.83	2273	1652	7747	7774	79.07	288.38	2.34	2.4	5.77	144.79	0.205	0.59	4.62	26.87	0.26	0.35
HOPG-27-3	178.08	27.48	1656	8.9	2761	2081	10834	7202	81.6	103.94	6.85	3.12	7	122.2	0.074	0.58	12.22	23.1	0.2	0.72
HOPG-27-5	223.58	38.12	1701	35.25	2679	1922	8728	11942	93.91	74.48	9.12	8.16	13.47	158.52	0.058	0.58	7.86	39.19	0.16	1.21
HRSO-27-3	457.8	40.34	1826	17.62	2099	1730	5779	7328	75.73	71.85	4.42	2.1	4.98	184.35	0.068	0.65	5.91	27.04	0.47	0.62
HRSP-27-1	242.59	53.33	1385	18.12	2118	1547	7867	5550	38.21	44.04	4.78	3.9	3.8	60.27	0.048	0.49	5.96	16.87	0.2	0.39
HRSP-27-4	218.88	42.75	2072	10.82	2484	1902	6927	12552	58.17	75.64	4.64	5.75	5.39	198.61	0.088	0.53	3.87	45.1	0.17	1.02
HRSP-27-5	347.29	35.59	1729	19.11	2914	2210	9470	11369	94	108.62	5.42	4.2	5.37	253.62	0.088	0.63	7.66	42.65	0.4	0.68
KLNA-20-4	222.84	30.69	1918	15.33	2721	1688	7308	7315	102.16	146.32	4.73	2.81	6.86	215.22	0.113	0.64	5.56	22.56	0.35	0.62
KLNA-20-5	489.57	56.56	1680	30.9	2658	2187	8192	7591	89.07	118.96	6.2	3.42	7.25	223.97	0.087	0.57	8.32	24.41	0.79	0.66
KLNB-20-2	300.12	48.96	1672	14.22	2150	1967	6596	8896	51.36	61.49	5.65	4.45	5.52	214.07	0.104	0.72	6.68	30.16	0.4	0.73
KLNB-20-3	225.98	48.49	1526	17.78	2427	1741	9360	6516	51.13	58.37	6.12	4.47	5.79	128.58	0.088	0.55	8.6	20.69	0.31	0.61
KLND-20-1	246.68	39.33	2035	12.23	2332	1677	5468	9992	57.85	73.55	9.13	7.74	6.46	80.59	0.065	0.77	6.16	36.77	0.16	0.5
KLND-20-2	200.28	39.5	1293	12.17	2720	1824	11130	6805	91.45	139.55	2.66	2.29	6.74	177.58	0.169	0.58	7.11	21.01	0.24	0.84
KLND-20-3	290.04	22.92	1854	39.72	2660	1717	9045	11891	60.44	105.03	2.85	5.7	9.81	259.97	0.083	0.58	9.33	38.18	0.19	1.24
KLND-20-5	553.5	68.45	1455	23.75	3004	1866	10487	7081	60.71	78.7	9.47	9.41	7.78	190.2	0.108	0.53	11.21	21.55	0.37	0.66
KLNE-20-3	215.95	30.44	1804	30.33	2657	1932	7526	8091	106.14	62.51	9.25	7.87	5.45	198.13	0.056	0.77	7.08	27.76	0.34	1.18
KLNE-20-4	266.42	50.37	2576	12.53	3121	2073	8003	12089	108.2	80.46	8.18	4.82	7.28	240.92	0.099	0.87	5.97	44.52	0.28	1.83
KLNG-20-2	234.94	28.54	1945	25.13	2825	1977	9835	11708	157.19	79.16	7.69	4.31	7.96	294.34	0.078	0.63	8.6	42.15	0.66	1.25
KLNG-20-3	293.64	67.15	1481	26.76	2488	2189	7888	6427	110.81	171.04	4.9	2.08	6.38	151.63	0.126	0.65	7.09	19.68	0.45	0.67
KLNG-20-4	216.32	34.3	1837	16.94	2406	1809	7808	7980	94.67	93.42	8.4	4.65	9.87	178.16	0.065	0.73	8.88	28.59	0.42	0.82
KTMA-12-3	447.17	62.35	1271	20.03	2735	2000	10443	9866	92.32	99.4	2.71	5.67	5.46	192.13	0.094	0.71	10	34.75	0.56	1.35
KTMA-12-4	493.24	34.52	1990	37.17	2791	2017	9704	12878	194.37	118.34	11.17	5.63	8.07	285.94	0.094	0.98	9.68	49.08	0.45	1.83
KTMB-12-1	187.08	40.8	1211	29.97	2725	1794	8256	8594	97.43	88.95	10.11	12.07	9.41	200.68	0.058	0.64	6.94	30.37	0.76	0.54
KTMB-12-3	243.22	46.09	696	12.86	1804	1312	6093	5736	60.42	60.59	5.31	5.46	4.72	125.13	0.046	0.6	4.63	22.79	0.43	0.59
KTMC-12-3	179.2	21.59	1912	4.78	1863	1624	5447	8803	53.88	78.67	2.81	2.84	5.26	135.11	0.086	0.82	5.25	32.29	0.26	0.65
KTMC-12-5	224.91	35.1	2025	19.24	2480	1623	8145	9894	90.15	65.06	2.48	4.99	5.75	125.83	0.065	0.67	7.26	37.74	0.53	1
LILA-26-1	224.36	30.72	1909	8.31	2181	1702	6919	8224	48.83	71.87	3.92	3.27	5.94	173.27	0.072	0.61	5.6	27.04	0.18	0.91
LILA-26-4	312.5	53.59	1941	49.72	2738	2170	8272	10096	82.83	62.89	7.18	9.91	6.72	168.17	0.066	0.61	9.53	32.26	0.11	1.3
LILB-26-1	242.38	49.04	1742	94.91	2854	1901	9182	9059	58.39	157.92	4.09	4.38	9.08	153.1	0.113	0.76	6.33	28.74	0.27	0.67
LILC-26-4	218.54	37.55	1634	14.39	2215	1763	6847	7544	91.8	68.74	6.49	3.23	5.72	188.29	0.098	0.71	7.4	28.74	0.27	1.08
LILC-26-5	280.56	35.93	1098	13.56	2213	1648	6989	3842	73.7	148.22	2.4	1.37	5.81	102.9	0.214	0.57	4.86	11.9	0.15	0.35
LILD-26-3	267.62	34.31	1667	26.41	2245	1831	6528	5581	72.61	90.97	3.82	2.06	5.16	114.31	0.069	0.81	5.87	17.68	0.54	0.44
LILD-26-4	217.31	15.5	1176	4.72	1341	1064	2924	4371	28.37	50.4	2.47	1.72	2.66	85.24	0.062	0.63	2.32	16.26	0.06	0.21
MCMN-27-2	238.98	41.9	1680	8.23	2057	1529	5113	8526	42.96	126.11	4.27	2.94	6.94	141.49	0.154	0.48	5.03	31.53	0.33	0.73
MCMN-27-3	221.98	67.98	2099	32.98	3293	2233	9620	13488	108.35	125.04	7.47	4.35	6.96	302.05	0.092	0.89	6.02	50.5	0.59	0.99
MCMN-27-4	234.34	40.03	1753	17.84	2605	1795	6692	13194	173.54	63.15	7.57	3.47	5.84	295.29	0.069	0.79	3.89	50.96	0.46	1.54
MTSM-27-3	333.17	58.92	1756	45.25	2457	1677	6999	5481	66.39	144.13	6.45	4.14	6.37	177.68	0.081	0.6	6.95	13.9	0.22	0.57
NHTA-27-3	270.25	46.66	1695	13.94	2948	1881	9760	8819	92.27	92.76	5.04	3.53	5.71	98.79	0.076	0.51	10	29.36	0.17	0.99
NHTB-27-1	368.63	38.48	1414	14.07	2592	1922	8790	9255	66.15	57.55	4.54	3.16	6.33	172.24	0.069	0.87	7.65	32.61	0.29	0.6
NHTB-27-3	246.14	44.62	1740	6.81	2125	1571	6716	7559	34.88	75.22	5.23	4.8	5.27	131.91	0.111	0.62	12.62	25.93	0.31	0.7
